event_id,timestamp,price,side,reason,remaining,delta
1764517995028489,1766551052910.959,175000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,150000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,125000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,115000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,100000.0,ask,initial,0.251,0.251
1764517995028489,1766551052910.959,99999.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,95000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,91200.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,90400.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,90000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,89000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,85000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,80000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,76900.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,75000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,70000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,67900.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,65300.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,65000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,60000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,55300.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,55000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,50000.0,ask,initial,25.934248,25.934248
1764517995028489,1766551052910.959,47800.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,47500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,45000.0,ask,initial,2.311715,2.311715
1764517995028489,1766551052910.959,43000.0,ask,initial,5.986782,5.986782
1764517995028489,1766551052910.959,42500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,40000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,37500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,36000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,35000.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,32500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,30000.0,ask,initial,1.001,1.001
1764517995028489,1766551052910.959,28000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,27500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,26872.73,ask,initial,0.027076,0.027076
1764517995028489,1766551052910.959,25825.82,ask,initial,5.0,5.0
1764517995028489,1766551052910.959,25000.0,ask,initial,3.273655,3.273655
1764517995028489,1766551052910.959,22500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,22300.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,21000.0,ask,initial,0.460587,0.460587
1764517995028489,1766551052910.959,20000.0,ask,initial,6.055459,6.055459
1764517995028489,1766551052910.959,19999.99,ask,initial,0.004041,0.004041
1764517995028489,1766551052910.959,19800.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,19500.0,ask,initial,8.685216,8.685216
1764517995028489,1766551052910.959,19000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,18900.0,ask,initial,0.35,0.35
1764517995028489,1766551052910.959,18666.69,ask,initial,0.6,0.6
1764517995028489,1766551052910.959,18000.0,ask,initial,4.4,4.4
1764517995028489,1766551052910.959,17850.0,ask,initial,5.0,5.0
1764517995028489,1766551052910.959,17500.0,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,17000.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,16000.0,ask,initial,1.652414,1.652414
1764517995028489,1766551052910.959,15666.69,ask,initial,0.5,0.5
1764517995028489,1766551052910.959,15571.21,ask,initial,0.015042,0.015042
1764517995028489,1766551052910.959,15100.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,15000.0,ask,initial,9.523854,9.523854
1764517995028489,1766551052910.959,14878.0,ask,initial,0.011447,0.011447
1764517995028489,1766551052910.959,14640.27,ask,initial,0.437252,0.437252
1764517995028489,1766551052910.959,14619.83,ask,initial,0.4,0.4
1764517995028489,1766551052910.959,14490.0,ask,initial,0.250227,0.250227
1764517995028489,1766551052910.959,14000.0,ask,initial,23.84912,23.84912
1764517995028489,1766551052910.959,13988.0,ask,initial,0.03608,0.03608
1764517995028489,1766551052910.959,13777.0,ask,initial,2.126914,2.126914
1764517995028489,1766551052910.959,13666.0,ask,initial,0.374294,0.374294
1764517995028489,1766551052910.959,13333.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,13105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,13000.0,ask,initial,101.35,101.35
1764517995028489,1766551052910.959,12900.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,12776.0,ask,initial,2.131278,2.131278
1764517995028489,1766551052910.959,12666.69,ask,initial,0.4,0.4
1764517995028489,1766551052910.959,12600.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,12500.0,ask,initial,11.381276,11.381276
1764517995028489,1766551052910.959,12488.0,ask,initial,50.1,50.1
1764517995028489,1766551052910.959,12400.0,ask,initial,2.85,2.85
1764517995028489,1766551052910.959,12358.47,ask,initial,0.4,0.4
1764517995028489,1766551052910.959,12250.0,ask,initial,9.837706,9.837706
1764517995028489,1766551052910.959,12186.69,ask,initial,0.793087,0.793087
1764517995028489,1766551052910.959,12105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,12000.0,ask,initial,123.24813,123.24813
1764517995028489,1766551052910.959,11750.0,ask,initial,8.592633,8.592633
1764517995028489,1766551052910.959,11500.0,ask,initial,8.030498,8.030498
1764517995028489,1766551052910.959,11488.0,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,11300.0,ask,initial,146.3,146.3
1764517995028489,1766551052910.959,11250.0,ask,initial,7.4937,7.4937
1764517995028489,1766551052910.959,11200.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,11198.99,ask,initial,15.0,15.0
1764517995028489,1766551052910.959,11105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,11000.0,ask,initial,119.996144,119.996144
1764517995028489,1766551052910.959,10950.0,ask,initial,2.453332,2.453332
1764517995028489,1766551052910.959,10949.09,ask,initial,95.0,95.0
1764517995028489,1766551052910.959,10923.27,ask,initial,1.109,1.109
1764517995028489,1766551052910.959,10900.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,10800.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,10754.13,ask,initial,0.4,0.4
1764517995028489,1766551052910.959,10750.0,ask,initial,6.588085,6.588085
1764517995028489,1766551052910.959,10716.0,ask,initial,0.0274,0.0274
1764517995028489,1766551052910.959,10700.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,10629.43,ask,initial,95.0,95.0
1764517995028489,1766551052910.959,10500.0,ask,initial,10.955668,10.955668
1764517995028489,1766551052910.959,10488.0,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,10456.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,10400.0,ask,initial,200.0,200.0
1764517995028489,1766551052910.959,10369.0,ask,initial,0.5,0.5
1764517995028489,1766551052910.959,10318.77,ask,initial,95.0,95.0
1764517995028489,1766551052910.959,10250.0,ask,initial,6.17422,6.17422
1764517995028489,1766551052910.959,10180.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,10155.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,10150.0,ask,initial,7.18703,7.18703
1764517995028489,1766551052910.959,10105.0,ask,initial,0.5,0.5
1764517995028489,1766551052910.959,10100.0,ask,initial,0.45,0.45
1764517995028489,1766551052910.959,10080.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,10050.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,10045.85,ask,initial,0.031435,0.031435
1764517995028489,1766551052910.959,10041.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,10016.16,ask,initial,95.0,95.0
1764517995028489,1766551052910.959,10000.0,ask,initial,251.136385,251.136385
1764517995028489,1766551052910.959,9999.99,ask,initial,0.005019,0.005019
1764517995028489,1766551052910.959,9999.0,ask,initial,12.911179,12.911179
1764517995028489,1766551052910.959,9990.0,ask,initial,6.416472,6.416472
1764517995028489,1766551052910.959,9980.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,9978.78,ask,initial,5.0,5.0
1764517995028489,1766551052910.959,9975.0,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,9974.0,ask,initial,5.0,5.0
1764517995028489,1766551052910.959,9960.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,9950.82,ask,initial,50.0,50.0
1764517995028489,1766551052910.959,9950.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,9949.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,9947.0,ask,initial,100.0,100.0
1764517995028489,1766551052910.959,9940.0,ask,initial,1.5,1.5
1764517995028489,1766551052910.959,9920.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,9900.0,ask,initial,156.862306,156.862306
1764517995028489,1766551052910.959,9899.0,ask,initial,125.0,125.0
1764517995028489,1766551052910.959,9898.0,ask,initial,0.503984,0.503984
1764517995028489,1766551052910.959,9890.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,9880.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,9876.54,ask,initial,0.776705,0.776705
1764517995028489,1766551052910.959,9876.0,ask,initial,0.22,0.22
1764517995028489,1766551052910.959,9860.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,9839.34,ask,initial,6.740395,6.740395
1764517995028489,1766551052910.959,9830.0,ask,initial,300.0,300.0
1764517995028489,1766551052910.959,9824.0,ask,initial,1.281275,1.281275
1764517995028489,1766551052910.959,9800.0,ask,initial,28.16515,28.16515
1764517995028489,1766551052910.959,9774.0,ask,initial,0.666042,0.666042
1764517995028489,1766551052910.959,9750.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,9723.04,ask,initial,109.2,109.2
1764517995028489,1766551052910.959,9711.0,ask,initial,0.16,0.16
1764517995028489,1766551052910.959,9700.0,ask,initial,5.63285,5.63285
1764517995028489,1766551052910.959,9666.69,ask,initial,0.3,0.3
1764517995028489,1766551052910.959,9600.0,ask,initial,5.652882,5.652882
1764517995028489,1766551052910.959,9526.0,ask,initial,0.1,0.1
1764517995028489,1766551052910.959,9500.0,ask,initial,14.353293,14.353293
1764517995028489,1766551052910.959,9499.0,ask,initial,0.375,0.375
1764517995028489,1766551052910.959,9477.0,ask,initial,1.619835,1.619835
1764517995028489,1766551052910.959,9400.0,ask,initial,7.292181,7.292181
1764517995028489,1766551052910.959,9384.12,ask,initial,0.4,0.4
1764517995028489,1766551052910.959,9350.0,ask,initial,300.074886,300.074886
1764517995028489,1766551052910.959,9300.0,ask,initial,12.370917,12.370917
1764517995028489,1766551052910.959,9225.0,ask,initial,0.165132,0.165132
1764517995028489,1766551052910.959,9200.0,ask,initial,6.221455,6.221455
1764517995028489,1766551052910.959,9198.3,ask,initial,1.2345,1.2345
1764517995028489,1766551052910.959,9150.0,ask,initial,4.0,4.0
1764517995028489,1766551052910.959,9125.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,9105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,9100.0,ask,initial,6.570688,6.570688
1764517995028489,1766551052910.959,9098.0,ask,initial,0.908,0.908
1764517995028489,1766551052910.959,9009.0,ask,initial,0.5,0.5
1764517995028489,1766551052910.959,9001.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,9000.0,ask,initial,26.491027,26.491027
1764517995028489,1766551052910.959,8999.99,ask,initial,7.53,7.53
1764517995028489,1766551052910.959,8999.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8974.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,8960.93,ask,initial,8.001752,8.001752
1764517995028489,1766551052910.959,8950.82,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,8925.0,ask,initial,0.049924,0.049924
1764517995028489,1766551052910.959,8915.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8900.0,ask,initial,7.741245,7.741245
1764517995028489,1766551052910.959,8895.88,ask,initial,109.2,109.2
1764517995028489,1766551052910.959,8888.88,ask,initial,11.922827,11.922827
1764517995028489,1766551052910.959,8888.0,ask,initial,2.1,2.1
1764517995028489,1766551052910.959,8880.0,ask,initial,0.1,0.1
1764517995028489,1766551052910.959,8800.0,ask,initial,11.662816,11.662816
1764517995028489,1766551052910.959,8799.0,ask,initial,0.463744,0.463744
1764517995028489,1766551052910.959,8771.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,8770.0,ask,initial,300.0,300.0
1764517995028489,1766551052910.959,8750.82,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,8749.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8744.0,ask,initial,0.97,0.97
1764517995028489,1766551052910.959,8700.0,ask,initial,9.194553,9.194553
1764517995028489,1766551052910.959,8660.0,ask,initial,0.1,0.1
1764517995028489,1766551052910.959,8634.86,ask,initial,109.2,109.2
1764517995028489,1766551052910.959,8600.0,ask,initial,16.142245,16.142245
1764517995028489,1766551052910.959,8590.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8558.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8555.0,ask,initial,2.5,2.5
1764517995028489,1766551052910.959,8550.82,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,8500.0,ask,initial,151.770126,151.770126
1764517995028489,1766551052910.959,8499.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8499.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8498.0,ask,initial,23.0,23.0
1764517995028489,1766551052910.959,8400.0,ask,initial,13.10631,13.10631
1764517995028489,1766551052910.959,8382.82,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,8350.0,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,8302.35,ask,initial,0.031434,0.031434
1764517995028489,1766551052910.959,8300.0,ask,initial,13.762473,13.762473
1764517995028489,1766551052910.959,8299.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8280.0,ask,initial,2.88,2.88
1764517995028489,1766551052910.959,8250.82,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,8250.0,ask,initial,411.3,411.3
1764517995028489,1766551052910.959,8249.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,8219.46,ask,initial,70.017892,70.017892
1764517995028489,1766551052910.959,8200.0,ask,initial,16.229056,16.229056
1764517995028489,1766551052910.959,8150.0,ask,initial,4.0,4.0
1764517995028489,1766551052910.959,8137.37,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,8105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,8100.0,ask,initial,16.875098,16.875098
1764517995028489,1766551052910.959,8050.82,ask,initial,25.0,25.0
1764517995028489,1766551052910.959,8050.0,ask,initial,1.5,1.5
1764517995028489,1766551052910.959,8047.69,ask,initial,0.79,0.79
1764517995028489,1766551052910.959,8001.0,ask,initial,250.0,250.0
1764517995028489,1766551052910.959,8000.0,ask,initial,125.651423,125.651423
1764517995028489,1766551052910.959,7999.32,ask,initial,1.938725,1.938725
1764517995028489,1766551052910.959,7999.0,ask,initial,10.787687,10.787687
1764517995028489,1766551052910.959,7979.79,ask,initial,0.157831,0.157831
1764517995028489,1766551052910.959,7974.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,7931.28,ask,initial,1.631844,1.631844
1764517995028489,1766551052910.959,7900.0,ask,initial,31.145584,31.145584
1764517995028489,1766551052910.959,7899.99,ask,initial,127.6,127.6
1764517995028489,1766551052910.959,7850.0,ask,initial,1.00082,1.00082
1764517995028489,1766551052910.959,7800.0,ask,initial,325.399214,325.399214
1764517995028489,1766551052910.959,7777.0,ask,initial,2.107968,2.107968
1764517995028489,1766551052910.959,7750.0,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,7749.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7700.0,ask,initial,25.142888,25.142888
1764517995028489,1766551052910.959,7699.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7668.68,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,7650.0,ask,initial,1.037443,1.037443
1764517995028489,1766551052910.959,7600.0,ask,initial,25.8707,25.8707
1764517995028489,1766551052910.959,7599.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7580.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7570.0,ask,initial,0.28,0.28
1764517995028489,1766551052910.959,7560.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7522.6,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7500.0,ask,initial,65.878447,65.878447
1764517995028489,1766551052910.959,7499.99,ask,initial,17.4999,17.4999
1764517995028489,1766551052910.959,7498.0,ask,initial,0.3,0.3
1764517995028489,1766551052910.959,7490.0,ask,initial,6.028521,6.028521
1764517995028489,1766551052910.959,7489.0,ask,initial,23.36318,23.36318
1764517995028489,1766551052910.959,7474.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7471.0,ask,initial,1.745976,1.745976
1764517995028489,1766551052910.959,7448.0,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,7443.43,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,7435.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7400.0,ask,initial,26.972649,26.972649
1764517995028489,1766551052910.959,7399.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7369.0,ask,initial,0.681,0.681
1764517995028489,1766551052910.959,7337.73,ask,initial,0.054231,0.054231
1764517995028489,1766551052910.959,7310.0,ask,initial,12.690804,12.690804
1764517995028489,1766551052910.959,7300.0,ask,initial,33.419856,33.419856
1764517995028489,1766551052910.959,7299.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7268.51,ask,initial,0.014876,0.014876
1764517995028489,1766551052910.959,7250.0,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,7249.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7249.0,ask,initial,0.885196,0.885196
1764517995028489,1766551052910.959,7220.35,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7200.0,ask,initial,49.5932,49.5932
1764517995028489,1766551052910.959,7199.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7181.0,ask,initial,0.002409,0.002409
1764517995028489,1766551052910.959,7150.0,ask,initial,4.0,4.0
1764517995028489,1766551052910.959,7145.06,ask,initial,0.008082,0.008082
1764517995028489,1766551052910.959,7105.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,7100.0,ask,initial,32.292673,32.292673
1764517995028489,1766551052910.959,7099.99,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,7014.14,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,7007.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,7000.0,ask,initial,300.110885,300.110885
1764517995028489,1766551052910.959,6999.99,ask,initial,12.99,12.99
1764517995028489,1766551052910.959,6999.98,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6999.97,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6999.96,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6999.95,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6999.94,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6999.0,ask,initial,10.375,10.375
1764517995028489,1766551052910.959,6990.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,6988.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,6987.28,ask,initial,1.352888,1.352888
1764517995028489,1766551052910.959,6987.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6977.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6974.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,6969.0,ask,initial,0.1,0.1
1764517995028489,1766551052910.959,6958.81,ask,initial,0.007186,0.007186
1764517995028489,1766551052910.959,6950.0,ask,initial,0.25,0.25
1764517995028489,1766551052910.959,6942.0,ask,initial,3.721081,3.721081
1764517995028489,1766551052910.959,6925.0,ask,initial,0.001445,0.001445
1764517995028489,1766551052910.959,6904.22,ask,initial,1.938726,1.938726
1764517995028489,1766551052910.959,6900.0,ask,initial,21.200816,21.200816
1764517995028489,1766551052910.959,6899.99,ask,initial,0.691,0.691
1764517995028489,1766551052910.959,6875.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6850.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6828.0,ask,initial,2.236308,2.236308
1764517995028489,1766551052910.959,6818.51,ask,initial,0.014887,0.014887
1764517995028489,1766551052910.959,6809.09,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,6802.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6800.0,ask,initial,21.148906,21.148906
1764517995028489,1766551052910.959,6799.99,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6790.0,ask,initial,0.651264,0.651264
1764517995028489,1766551052910.959,6789.0,ask,initial,0.250106,0.250106
1764517995028489,1766551052910.959,6758.81,ask,initial,0.007398,0.007398
1764517995028489,1766551052910.959,6757.42,ask,initial,5.0,5.0
1764517995028489,1766551052910.959,6756.0,ask,initial,0.361659,0.361659
1764517995028489,1766551052910.959,6750.0,ask,initial,12.01,12.01
1764517995028489,1766551052910.959,6749.99,ask,initial,2.5,2.5
1764517995028489,1766551052910.959,6700.0,ask,initial,15.858,15.858
1764517995028489,1766551052910.959,6699.99,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6682.54,ask,initial,0.54,0.54
1764517995028489,1766551052910.959,6680.0,ask,initial,0.205125,0.205125
1764517995028489,1766551052910.959,6666.69,ask,initial,0.2,0.2
1764517995028489,1766551052910.959,6666.66,ask,initial,0.115,0.115
1764517995028489,1766551052910.959,6646.84,ask,initial,0.113123,0.113123
1764517995028489,1766551052910.959,6621.24,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6610.1,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,6608.56,ask,initial,2.785732,2.785732
1764517995028489,1766551052910.959,6600.0,ask,initial,12.410918,12.410918
1764517995028489,1766551052910.959,6599.99,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6596.0,ask,initial,5.28,5.28
1764517995028489,1766551052910.959,6565.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6558.81,ask,initial,0.004575,0.004575
1764517995028489,1766551052910.959,6550.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6541.74,ask,initial,0.037941,0.037941
1764517995028489,1766551052910.959,6540.46,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6540.0,ask,initial,100.0,100.0
1764517995028489,1766551052910.959,6527.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6518.0,ask,initial,1.85723,1.85723
1764517995028489,1766551052910.959,6508.53,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,6507.22,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,6506.15,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,6504.71,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,6503.43,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6503.24,ask,initial,10.0,10.0
1764517995028489,1766551052910.959,6500.0,ask,initial,50.962215,50.962215
1764517995028489,1766551052910.959,6499.99,ask,initial,2.5,2.5
1764517995028489,1766551052910.959,6499.0,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6490.0,ask,initial,2.5,2.5
1764517995028489,1766551052910.959,6489.37,ask,initial,0.005316,0.005316
1764517995028489,1766551052910.959,6489.21,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6483.0,ask,initial,0.444947,0.444947
1764517995028489,1766551052910.959,6477.0,ask,initial,3.0,3.0
1764517995028489,1766551052910.959,6474.11,ask,initial,0.12,0.12
1764517995028489,1766551052910.959,6450.0,ask,initial,0.5,0.5
1764517995028489,1766551052910.959,6445.0,ask,initial,0.031031,0.031031
1764517995028489,1766551052910.959,6433.78,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6433.0,ask,initial,0.051765,0.051765
1764517995028489,1766551052910.959,6417.17,ask,initial,126.6,126.6
1764517995028489,1766551052910.959,6413.0,ask,initial,2.0,2.0
1764517995028489,1766551052910.959,6400.0,ask,initial,34.076289,34.076289
1764517995028489,1766551052910.959,6399.99,ask,initial,0.001,0.001
1764517995028489,1766551052910.959,6398.0,ask,initial,1.68,1.68
1764517995028489,1766551052910.959,6388.44,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6363.54,ask,initial,0.134841,0.134841
1764517995028489,1766551052910.959,6358.81,ask,initial,0.004718,0.004718
1764517995028489,1766551052910.959,6352.0,ask,initial,0.05,0.05
1764517995028489,1766551052910.959,6337.0,ask,initial,20.0,20.0
1764517995028489,1766551052910.959,6333.33,ask,initial,1.058058,1.058058
1764517995028489,1766551052910.959,6333.0,ask,initial,1.352582,1.352582
1764517995028489,1766551052910.959,6321.56,ask,initial,1.0,1.0
1764517995028489,1766551052910.959,6320.2,ask,initial,2.69012,2.69012
1764517995028489,1766551052910.959,6300.0,ask,initial,6.73903,6.73903
